label,id,lat,lng,town,river,measure_id,qualifier,parameter,period,low,high,valuetype,t,value
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T10:45:00Z,0.751
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T12:45:00Z,0.728
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T11:00:00Z,0.729
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T08:30:00Z,0.741
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T10:00:00Z,0.739
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T14:30:00Z,0.738
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T12:30:00Z,0.723
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T07:15:00Z,0.73
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T09:15:00Z,0.738
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T08:15:00Z,0.739
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T11:45:00Z,0.703
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T08:45:00Z,0.739
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T14:15:00Z,0.748
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T13:30:00Z,0.735
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T09:00:00Z,0.74
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T14:45:00Z,0.726
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T10:30:00Z,0.749
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T13:00:00Z,0.731
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T07:30:00Z,0.732
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T12:00:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T09:30:00Z,0.738
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T13:15:00Z,0.735
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T09:45:00Z,0.738
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T07:45:00Z,0.735
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T11:15:00Z,0.706
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T10:15:00Z,0.739
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T23:00:00Z,0.709
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T18:00:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T21:00:00Z,0.716
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T20:15:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T22:30:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T20:45:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T18:30:00Z,0.716
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T17:45:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T17:15:00Z,0.714
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T22:15:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T22:00:00Z,0.713
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T19:30:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T19:15:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T21:45:00Z,0.713
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T15:30:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T19:00:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T18:45:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T15:15:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T22:45:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T18:15:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T19:45:00Z,0.72
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T16:00:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T21:15:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T21:30:00Z,0.714
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T16:30:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T15:45:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T20:00:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T16:45:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T20:30:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T16:15:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T17:00:00Z,0.716
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T17:30:00Z,0.714
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T07:00:00Z,0.619
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T02:00:00Z,0.716
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T05:00:00Z,0.721
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T04:45:00Z,0.721
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T06:30:00Z,0.634
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T03:30:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T00:15:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T05:45:00Z,0.672
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T02:45:00Z,0.713
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T01:15:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T01:45:00Z,0.716
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T02:30:00Z,0.714
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T06:45:00Z,0.626
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T06:15:00Z,0.644
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T01:30:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T04:30:00Z,0.72
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T05:15:00Z,0.721
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T02:15:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T03:00:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T00:45:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T06:00:00Z,0.657
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T01:00:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T04:00:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T05:30:00Z,0.695
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T03:15:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T04:15:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T00:00:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T03:45:00Z,0.714
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T00:30:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T23:45:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T23:15:00Z,0.713
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-10T23:30:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T11:30:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T08:30:00Z,0.594
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T07:45:00Z,0.599
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T10:45:00Z,0.689
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T08:15:00Z,0.595
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T09:15:00Z,0.61
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T09:30:00Z,0.624
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T10:15:00Z,0.653
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T08:00:00Z,0.596
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T07:15:00Z,0.611
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T11:00:00Z,0.696
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T10:30:00Z,0.667
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T07:30:00Z,0.605
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T10:00:00Z,0.644
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T09:45:00Z,0.633
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T11:15:00Z,0.7
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T08:45:00Z,0.598
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T09:00:00Z,0.604
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T15:00:00Z,0.718
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T13:15:00Z,0.721
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T12:30:00Z,0.723
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T13:45:00Z,0.721
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T14:45:00Z,0.72
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T14:15:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T12:15:00Z,0.716
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T12:45:00Z,0.721
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T13:00:00Z,0.722
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T14:30:00Z,0.72
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T13:30:00Z,0.72
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T14:00:00Z,0.719
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T11:45:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T12:00:00Z,0.72
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T23:00:00Z,0.707
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T20:45:00Z,0.708
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T18:30:00Z,0.709
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T19:15:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T22:15:00Z,0.701
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T22:00:00Z,0.706
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T21:45:00Z,0.707
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T18:15:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T19:30:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T17:30:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T21:00:00Z,0.709
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T17:15:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T16:15:00Z,0.715
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T15:30:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T17:00:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T20:00:00Z,0.709
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T16:30:00Z,0.714
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T15:15:00Z,0.717
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T22:45:00Z,0.706
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T19:45:00Z,0.709
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T19:00:00Z,0.709
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T21:15:00Z,0.707
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T15:45:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T16:00:00Z,0.713
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T18:45:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T20:30:00Z,0.708
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T22:30:00Z,0.705
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T16:45:00Z,0.712
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T17:45:00Z,0.711
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T21:30:00Z,0.706
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T18:00:00Z,0.71
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-11T20:15:00Z,0.708
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-12T07:00:00Z,0.694
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-12T02:30:00Z,0.7
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-12T00:15:00Z,0.703
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-12T05:30:00Z,0.696
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-12T01:45:00Z,0.701
Cambridge Jesus Lock,E60501,52.212835,0.120872,Cambridge,River Cam,1702,Stage,Water Level,900.0,0.637,0.74,instantaneous,2017-08-12T06:15:00Z,0.695
