label,id,lat,lng,town,river,measure_id,qualifier,parameter,period,low,high,valuetype,t,value
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T21:45:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T19:15:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T22:00:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T21:00:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T18:30:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T23:15:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T22:30:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T19:30:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T20:45:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T23:45:00Z,0.183
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T18:45:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T22:15:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T20:15:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T19:45:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T19:00:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-10T21:15:00Z,0.187
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T09:00:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T04:15:00Z,0.177
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T08:45:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T08:30:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T05:30:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T06:30:00Z,0.173
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T05:00:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T07:45:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T04:30:00Z,0.177
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T05:15:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T07:30:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T06:15:00Z,0.173
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T07:15:00Z,0.173
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T08:00:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T06:45:00Z,0.173
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T07:00:00Z,0.173
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T08:15:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T06:00:00Z,0.173
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T05:45:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T04:45:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T18:00:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T16:45:00Z,0.168
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T16:15:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T15:15:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T14:00:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T17:45:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T15:00:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T09:45:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T10:15:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T13:30:00Z,0.181
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T10:30:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T12:30:00Z,0.204
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T14:30:00Z,0.169
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T15:30:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T16:30:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T17:30:00Z,0.168
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T09:15:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T11:30:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T12:15:00Z,0.204
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T17:00:00Z,0.168
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T11:00:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T12:45:00Z,0.196
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T13:45:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T13:15:00Z,0.19
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T11:15:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T11:45:00Z,0.194
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T14:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T14:45:00Z,0.166
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T12:00:00Z,0.204
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T15:45:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T13:00:00Z,0.193
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T16:00:00Z,0.165
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T17:15:00Z,0.168
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T09:30:00Z,0.179
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T10:45:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T10:00:00Z,0.181
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T04:00:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T02:30:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T03:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T03:45:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T00:45:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T01:00:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T02:00:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T03:30:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T01:30:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T01:15:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T00:30:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T00:00:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T02:45:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T03:00:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T01:45:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T02:15:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T00:15:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T18:30:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T21:30:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T19:15:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T22:15:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T23:15:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T21:15:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T20:30:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T22:30:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T19:45:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T23:30:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T18:45:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T19:00:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T20:15:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T18:15:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T20:45:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T23:45:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T21:00:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T20:00:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T22:45:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T19:30:00Z,0.172
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T23:00:00Z,0.175
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T22:00:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-11T21:45:00Z,0.178
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T09:00:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T07:45:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T08:30:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T05:00:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T04:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T08:45:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T08:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T06:00:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T07:00:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T06:45:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T05:45:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T08:00:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T05:30:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T04:45:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T07:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T04:30:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T05:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T07:30:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T06:30:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T06:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T18:00:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T13:15:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T12:30:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T14:45:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T11:00:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T13:45:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T12:00:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T10:00:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T11:15:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T12:15:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T17:15:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T10:15:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T16:15:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T09:45:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T15:15:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T14:15:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T10:45:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T09:30:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T17:45:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T15:00:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T16:30:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T15:30:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T14:00:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T09:15:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T11:45:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T16:45:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T16:00:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T17:30:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T13:00:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T12:45:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T15:45:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T10:30:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T17:00:00Z,0.174
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T13:30:00Z,0.182
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T14:30:00Z,0.18
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T11:30:00Z,0.176
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-13T04:00:00Z,0.168
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T20:45:00Z,0.177
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T19:30:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T20:15:00Z,0.171
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T21:00:00Z,0.177
Cambridge,2603,51.730432,-2.362218,Cambridge,River Cam,1865,Stage,Water Level,900.0,0.141,1.25,instantaneous,2017-08-12T19:00:00Z,0.171
